frontier_op,frontier_baseline_ms,vllm_scope,vllm_tp0_ms,vllm_rank_min_ms,vllm_rank_max_ms,gap_ms,absolute_gap_ms,signed_gap_pct,group,mapping,status,comparability,frontier_after_moe_ms,after_moe_vllm_scope,after_moe_vllm_tp0_ms,after_moe_status,after_moe_gap_ms,after_moe_absolute_gap_ms,after_moe_signed_gap_pct,after_moe_receipt
input_layernorm,1.0851839999999993,input_layernorm,0.9694400019943714,0.968191996216774,0.9765120055526495,0.11574399800562785,0.11574399800562785,11.939263674648725,detail,"First RMSNorm + 47 fused residual/RMSNorm; K04,K36",DIAGNOSTIC_ONLY,4096 local TP shape; probe context remains diagnostic,1.0851840376853905,input_layernorm,0.9694400019943714,DIAGNOSTIC_ONLY,0.1157440356910191,0.1157440356910191,11.939267561984824,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
attn_pre_proj,6.584063999999999,attn_pre_proj,3.8700160086154938,3.7734720036387444,3.8700160086154938,2.714047991384505,2.714047991384505,70.13014895396934,attention,"QKV GEMM + Q/K contiguous copies + Q/K RMSNorm; K05,K06,K07",DIAGNOSTIC_ONLY,4096 local TP shape; probe context remains diagnostic,6.584063887596129,attn_pre_proj,3.8700160086154938,DIAGNOSTIC_ONLY,2.714047878980635,2.714047878980635,70.1301460494886,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
attn_rope,1.5521279999999988,attn_rope,0.9396480042487383,0.9396480042487383,0.9535360001027584,0.6124799957512606,0.6124799957512606,65.18185458616995,attention,RoPE; K08,DIAGNOSTIC_ONLY,4096 local TP shape; probe context remains diagnostic,1.5521280169486993,attn_rope,0.9396480042487383,DIAGNOSTIC_ONLY,0.612480012699961,0.612480012699961,65.18185638989861,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
attn_kv_cache_save,0.807168000000001,attn_kv_cache_save,0.5655039995908737,0.5641280030831695,0.6458560032770038,0.24166400040912728,0.24166400040912728,42.73426900321915,attention,KV write; K10,DIAGNOSTIC_ONLY,4096 local TP shape; probe context remains diagnostic,0.8071679770946496,attn_kv_cache_save,0.5655039995908737,DIAGNOSTIC_ONLY,0.24166397750377588,0.24166397750377588,42.73426495278778,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
attn_prefill,7.026432000000004,attn_prefill,5.734943963587284,5.635999999940395,8.420703992247581,1.2914880364127201,1.2914880364127201,22.519627822219856,attention,"FlashInfer indices + paged prefill + output multiply; K11,K12,K13",DIAGNOSTIC_ONLY,4096 local TP shape; probe context remains diagnostic,7.026431679725644,attn_prefill,5.734943963587284,DIAGNOSTIC_ONLY,1.2914877161383602,1.2914877161383602,22.51962223760802,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
attn_post_proj,2.245632,row_parallel_gemm,1.4548159968107939,1.440831996500492,1.5467199981212616,0.7908160031892062,0.7908160031892062,54.35848965936658,attention,"Pure output GEMM, excludes TP collective; K14",DIAGNOSTIC_ONLY,4096 local TP shape; probe context remains diagnostic,2.2456320226192465,row_parallel_gemm,1.4548159968107939,DIAGNOSTIC_ONLY,0.7908160258084527,0.7908160258084527,54.3584912141506,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
post_attention_layernorm,1.0613760000000003,post_attention_layernorm,0.9519999977201223,0.9466240052133799,0.9606720004230738,0.10937600227987798,0.10937600227987798,11.489075897249457,detail,Fused residual/RMSNorm; K16,DIAGNOSTIC_ONLY,4096 local TP shape; probe context remains diagnostic,1.0613759905099824,post_attention_layernorm,0.9519999977201223,DIAGNOSTIC_ONLY,0.1093759927898601,0.1093759927898601,11.489074900398833,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
moe_gating_linear,0.6614400000000005,moe_gating_linear,0.5350400004535913,0.5350400004535913,0.6245119962841272,0.12639999954640913,0.12639999954640913,23.624401809070505,moe,Router linear; K17,DIAGNOSTIC_ONLY,Global F4096/V4097; routing layout and/or producer differ; diagnostic gap only,0.6614186664422331,moe_gating_linear,0.5350400004535913,DIAGNOSTIC_ONLY,0.12637866598864178,0.12637866598864178,23.620414526297395,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
moe_gating_routing_topk,4.4392799999999975,moe_gating_routing_topk,4.364159993827343,4.304223999381065,14.499359965324402,0.07512000617265446,0.07512000617265446,1.7212935886609104,moe,"Deterministic topk construction, fill/index/copies; K20-K26",DIAGNOSTIC_ONLY,Global F4096/V4097; routing layout and/or producer differ; diagnostic gap only,4.439296027024586,moe_gating_routing_topk,4.364159993827343,DIAGNOSTIC_ONLY,0.07513603319724282,0.07513603319724282,1.7216608305725467,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
moe_shuffling,2.5413599999999983,moe_shuffling,1.3335679974406958,1.3335679974406958,3.6054719537496567,1.2077920025593025,1.2077920025593025,90.56846031677613,moe,"Alignment, count/sort, metadata copy/expert map; K27-K30",DIAGNOSTIC_ONLY,Global F4096/V4097; routing layout and/or producer differ; diagnostic gap only,2.54135551155143,moe_shuffling,1.3335679974406958,DIAGNOSTIC_ONLY,1.2077875141107342,1.2077875141107342,90.56812374236993,/data/ycfeng/tmp/issue26-d019-moe-integration-query-02/query_receipt.json
